restaurant_id,restaurant_name,menu_type,menu_name,menu_category,price,is_recommended
15221,Basant,Fast Food,French Fries,side,22000,1
15292,Bistro 226,Italian,Margherita Pizza,main,11000,0
15292,Bistro 226,Italian,Spaghetti Carbonara,main,9500,1
15292,Bistro 226,Italian,Tiramisu,dessert,7500,0
15292,Bistro 226,Continental,Grilled Chicken Steak,main,15500,1
15292,Bistro 226,Continental,Creamy Penne Alfredo,main,14000,1
15292,Bistro 226,Continental,Garlic Bread Basket,side,15000,1
15292,Bistro 226,North Indian,Dal Makhani with Naan,main,33000,1
15292,Bistro 226,North Indian,Paneer Butter Masala,main,15000,0
15292,Bistro 226,North Indian,Tandoori Chicken Tikka,side,12000,0
15292,Bistro 226,Cafe,Club Sandwich,main,12000,1
15292,Bistro 226,Cafe,Caesar Salad,side,31000,1
15292,Bistro 226,Cafe,Chocolate Chip Cookie,dessert,16000,1
15309,Mocha,Cafe,Club Sandwich,main,12500,1
15309,Mocha,Cafe,Caesar Salad,side,11000,1
15309,Mocha,Cafe,Chocolate Chip Cookie,dessert,22500,1
18400368,Pirates Of Grill,North Indian,Dal Makhani with Naan,main,33000,1
18400368,Pirates Of Grill,North Indian,Paneer Butter Masala,main,27500,0
18400368,Pirates Of Grill,North Indian,Tandoori Chicken Tikka,side,10500,1
18400368,Pirates Of Grill,Mughlai,Mughlai Chicken Korma,main,16500,1
18400368,Pirates Of Grill,Mughlai,Murgh Musallam,main,23000,1
18400368,Pirates Of Grill,Mughlai,Roomali Roti Basket,side,15000,1
15132,Bistro Flamme Bois,Italian,Margherita Pizza,main,30500,0
15132,Bistro Flamme Bois,Italian,Spaghetti Carbonara,main,24000,1
15132,Bistro Flamme Bois,Italian,Tiramisu,dessert,34000,0
15132,Bistro Flamme Bois,Continental,Grilled Chicken Steak,main,12000,1
15132,Bistro Flamme Bois,Continental,Creamy Penne Alfredo,main,27500,1
15132,Bistro Flamme Bois,Continental,Garlic Bread Basket,side,27500,1
15132,Bistro Flamme Bois,Mexican,Chicken Fajita Platter,main,10000,1
15132,Bistro Flamme Bois,Mexican,Beef Tacos Trio,main,18000,1
15132,Bistro Flamme Bois,Mexican,Nachos with Salsa,side,17000,1
15132,Bistro Flamme Bois,Lebanese,Chicken Shawarma Plate,main,24500,1
15132,Bistro Flamme Bois,Lebanese,Hummus with Pita,side,22500,1
15132,Bistro Flamme Bois,Lebanese,Falafel Platter,main,22500,1
15705,Kitchen At 95 - Hyatt Regency,Mediterranean,Grilled Chicken Gyro Plate,main,20000,1
15705,Kitchen At 95 - Hyatt Regency,Mediterranean,Mediterranean Mezze Platter,side,32500,1
15705,Kitchen At 95 - Hyatt Regency,Mediterranean,Greek Yogurt with Honey,dessert,29500,1
15705,Kitchen At 95 - Hyatt Regency,Chinese,Kung Pao Chicken,main,19000,1
15705,Kitchen At 95 - Hyatt Regency,Chinese,Mapo Tofu with Rice,main,18500,1
15705,Kitchen At 95 - Hyatt Regency,Chinese,Vegetable Spring Rolls,side,13000,1
15705,Kitchen At 95 - Hyatt Regency,Continental,Grilled Chicken Steak,main,33000,1
15705,Kitchen At 95 - Hyatt Regency,Continental,Creamy Penne Alfredo,main,24000,0
15705,Kitchen At 95 - Hyatt Regency,Continental,Garlic Bread Basket,side,28000,1
15078,Domino's Pizza,Pizza,Margherita Pizza,main,7500,1
15078,Domino's Pizza,Pizza,Pepperoni Pizza,main,13500,1
15078,Domino's Pizza,Pizza,Four Cheese Pizza,main,17000,1
15078,Domino's Pizza,Fast Food,Crispy Chicken Nuggets,main,11000,1
15078,Domino's Pizza,Fast Food,Double Patty Burger,main,25500,0
15078,Domino's Pizza,Fast Food,French Fries,side,18000,1
15104,Nando's,Portuguese,Bacalhau à Brás,main,34000,1
15104,Nando's,Portuguese,Piri Piri Chicken,main,33500,1
15104,Nando's,Portuguese,Pastel de Nata,dessert,16500,1
15104,Nando's,African,Jollof Rice with Grilled Chicken,main,9000,1
15104,Nando's,African,Suya Spiced Beef Skewers,main,34000,0
15104,Nando's,African,Plantain Chips,side,7500,1
15774,Belfrance Luxury Chocolates,Cafe,Club Sandwich,main,8000,1
15774,Belfrance Luxury Chocolates,Cafe,Caesar Salad,side,27000,1
15774,Belfrance Luxury Chocolates,Cafe,Chocolate Chip Cookie,dessert,18000,1
15774,Belfrance Luxury Chocolates,Continental,Grilled Chicken Steak,main,18000,0
15774,Belfrance Luxury Chocolates,Continental,Creamy Penne Alfredo,main,24000,0
15774,Belfrance Luxury Chocolates,Continental,Garlic Bread Basket,side,24000,1
15774,Belfrance Luxury Chocolates,Italian,Margherita Pizza,main,17500,1
15774,Belfrance Luxury Chocolates,Italian,Spaghetti Carbonara,main,24500,0
15774,Belfrance Luxury Chocolates,Italian,Tiramisu,dessert,9000,1
15774,Belfrance Luxury Chocolates,Bakery,Butter Croissant,dessert,31000,1
15774,Belfrance Luxury Chocolates,Bakery,Chocolate Fudge Brownie,dessert,23000,1
15774,Belfrance Luxury Chocolates,Bakery,Cinnamon Roll,dessert,8500,1
15008,Hot Breads,Continental,Grilled Chicken Steak,main,17000,1
15008,Hot Breads,Continental,Creamy Penne Alfredo,main,32500,1
15008,Hot Breads,Continental,Garlic Bread Basket,side,16500,1
15008,Hot Breads,Chinese,Kung Pao Chicken,main,19500,0
15008,Hot Breads,Chinese,Mapo Tofu with Rice,main,21000,0
15008,Hot Breads,Chinese,Vegetable Spring Rolls,side,9500,0
15008,Hot Breads,Italian,Margherita Pizza,main,15500,1
15008,Hot Breads,Italian,Spaghetti Carbonara,main,20500,1
15008,Hot Breads,Italian,Tiramisu,dessert,16000,1
15008,Hot Breads,Bakery,Butter Croissant,dessert,14000,1
15008,Hot Breads,Bakery,Chocolate Fudge Brownie,dessert,15500,1
15008,Hot Breads,Bakery,Cinnamon Roll,dessert,15000,1
15321,The Yellow Chilli,Mughlai,Mughlai Chicken Korma,main,35000,0
15321,The Yellow Chilli,Mughlai,Murgh Musallam,main,27500,1
15321,The Yellow Chilli,Mughlai,Roomali Roti Basket,side,16500,1
15321,The Yellow Chilli,North Indian,Dal Makhani with Naan,main,33000,1
15321,The Yellow Chilli,North Indian,Paneer Butter Masala,main,23000,1
15321,The Yellow Chilli,North Indian,Tandoori Chicken Tikka,side,28000,1
15321,The Yellow Chilli,Chinese,Kung Pao Chicken,main,19000,1
15321,The Yellow Chilli,Chinese,Mapo Tofu with Rice,main,9500,0
15321,The Yellow Chilli,Chinese,Vegetable Spring Rolls,side,9500,1
15368,Spice Cube,North Indian,Dal Makhani with Naan,main,20000,0
15368,Spice Cube,North Indian,Paneer Butter Masala,main,16000,1
15368,Spice Cube,North Indian,Tandoori Chicken Tikka,side,15000,1
15368,Spice Cube,Chinese,Kung Pao Chicken,main,18000,1
15368,Spice Cube,Chinese,Mapo Tofu with Rice,main,12500,1
15368,Spice Cube,Chinese,Vegetable Spring Rolls,side,14500,0
15368,Spice Cube,Continental,Grilled Chicken Steak,main,24500,0
15368,Spice Cube,Continental,Creamy Penne Alfredo,main,14500,1
15368,Spice Cube,Continental,Garlic Bread Basket,side,25500,0
15853,Barbeque Nation,North Indian,Dal Makhani with Naan,main,25500,1
15853,Barbeque Nation,North Indian,Paneer Butter Masala,main,26000,1
15853,Barbeque Nation,North Indian,Tandoori Chicken Tikka,side,10500,1
15853,Barbeque Nation,Chinese,Kung Pao Chicken,main,20500,0
15853,Barbeque Nation,Chinese,Mapo Tofu with Rice,main,9000,1
15853,Barbeque Nation,Chinese,Vegetable Spring Rolls,side,21500,0
15853,Barbeque Nation,Continental,Grilled Chicken Steak,main,8000,1
15853,Barbeque Nation,Continental,Creamy Penne Alfredo,main,12500,1
15853,Barbeque Nation,Continental,Garlic Bread Basket,side,9500,1
15497,Nik Bakers,Cafe,Club Sandwich,main,14500,1
15497,Nik Bakers,Cafe,Caesar Salad,side,10000,1
15497,Nik Bakers,Cafe,Chocolate Chip Cookie,dessert,22000,1
15497,Nik Bakers,Bakery,Butter Croissant,dessert,33000,1
15497,Nik Bakers,Bakery,Chocolate Fudge Brownie,dessert,13000,1
15497,Nik Bakers,Bakery,Cinnamon Roll,dessert,22000,1
15497,Nik Bakers,Desserts,Classic Tiramisu,dessert,7500,1
15497,Nik Bakers,Desserts,New York Cheesecake,dessert,15500,1
15497,Nik Bakers,Desserts,Molten Chocolate Lava Cake,dessert,22500,1
15091,Aman Chicken,North Indian,Dal Makhani with Naan,main,26000,1
15091,Aman Chicken,North Indian,Paneer Butter Masala,main,10500,1
15091,Aman Chicken,North Indian,Tandoori Chicken Tikka,side,31000,1
15091,Aman Chicken,Mughlai,Mughlai Chicken Korma,main,14000,1
15091,Aman Chicken,Mughlai,Murgh Musallam,main,11500,1
15091,Aman Chicken,Mughlai,Roomali Roti Basket,side,12500,1
15777,District 6,European,Herb Roasted Chicken,main,7000,1
15777,District 6,European,Creamy Mushroom Pasta,main,10500,0
15777,District 6,European,Mixed Green Salad,side,11500,1
15777,District 6,Chinese,Kung Pao Chicken,main,12000,1
15777,District 6,Chinese,Mapo Tofu with Rice,main,18000,1
15777,District 6,Chinese,Vegetable Spring Rolls,side,19500,1
15717,The BrewMaster - The Mix Fine Dine,North Indian,Dal Makhani with Naan,main,9500,1
15717,The BrewMaster - The Mix Fine Dine,North Indian,Paneer Butter Masala,main,10500,1
15717,The BrewMaster - The Mix Fine Dine,North Indian,Tandoori Chicken Tikka,side,27000,1
15717,The BrewMaster - The Mix Fine Dine,Continental,Grilled Chicken Steak,main,18000,0
15717,The BrewMaster - The Mix Fine Dine,Continental,Creamy Penne Alfredo,main,28500,0
15717,The BrewMaster - The Mix Fine Dine,Continental,Garlic Bread Basket,side,7500,1
3100446,#45,Cafe,Club Sandwich,main,7500,1
3100446,#45,Cafe,Caesar Salad,side,22500,1
3100446,#45,Cafe,Chocolate Chip Cookie,dessert,26000,1
3100159,Crave Desserts & Bakes,Desserts,Classic Tiramisu,dessert,22500,1
3100159,Crave Desserts & Bakes,Desserts,New York Cheesecake,dessert,30500,1
3100159,Crave Desserts & Bakes,Desserts,Molten Chocolate Lava Cake,dessert,14000,1
3100159,Crave Desserts & Bakes,Bakery,Butter Croissant,dessert,31000,1
3100159,Crave Desserts & Bakes,Bakery,Chocolate Fudge Brownie,dessert,23500,1
3100159,Crave Desserts & Bakes,Bakery,Cinnamon Roll,dessert,8000,1
3100010,Diesel Cafe,American,Classic Cheeseburger,main,34500,1
3100010,Diesel Cafe,American,Buttermilk Fried Chicken,main,7500,0
3100010,Diesel Cafe,American,Mac and Cheese,side,34500,1
3100010,Diesel Cafe,Italian,Margherita Pizza,main,11500,1
3100010,Diesel Cafe,Italian,Spaghetti Carbonara,main,21000,1
3100010,Diesel Cafe,Italian,Tiramisu,dessert,19000,1
3100145,Froth On Top,Chinese,Kung Pao Chicken,main,10000,1
3100145,Froth On Top,Chinese,Mapo Tofu with Rice,main,25000,1
3100145,Froth On Top,Chinese,Vegetable Spring Rolls,side,31500,1
3100145,Froth On Top,Mangalorean,Mangalorean Chicken Sukka,main,29500,1
3100145,Froth On Top,Mangalorean,Neer Dosa,side,22500,1
3100145,Froth On Top,Mangalorean,Fish Gassi Curry,main,31000,0
3100013,Hao Ming,Chinese,Kung Pao Chicken,main,10500,0
3100013,Hao Ming,Chinese,Mapo Tofu with Rice,main,27500,1
3100013,Hao Ming,Chinese,Vegetable Spring Rolls,side,31500,1
3100143,Kobe Sizzlers,Continental,Grilled Chicken Steak,main,7000,1
3100143,Kobe Sizzlers,Continental,Creamy Penne Alfredo,main,17500,0
3100143,Kobe Sizzlers,Continental,Garlic Bread Basket,side,31500,1
3100143,Kobe Sizzlers,American,Classic Cheeseburger,main,12500,1
3100143,Kobe Sizzlers,American,Buttermilk Fried Chicken,main,34500,1
3100143,Kobe Sizzlers,American,Mac and Cheese,side,34500,1
3100033,Liquid Lounge,Finger Food,Mozzarella Sticks,snack,28500,1
3100033,Liquid Lounge,Finger Food,Mini Sliders,snack,15500,0
3100033,Liquid Lounge,Finger Food,Crispy Potato Wedges,snack,29000,1
3100033,Liquid Lounge,Continental,Grilled Chicken Steak,main,35000,1
3100033,Liquid Lounge,Continental,Creamy Penne Alfredo,main,20500,1
3100033,Liquid Lounge,Continental,Garlic Bread Basket,side,26500,1
3100033,Liquid Lounge,North Indian,Dal Makhani with Naan,main,11500,1
3100033,Liquid Lounge,North Indian,Paneer Butter Masala,main,19000,1
3100033,Liquid Lounge,North Indian,Tandoori Chicken Tikka,side,27500,1
3100153,Maharaja Restaurant,South Indian,Masala Dosa with Sambar,main,23000,1
3100153,Maharaja Restaurant,South Indian,Idli Vada Combo,main,23000,1
3100153,Maharaja Restaurant,South Indian,Curd Rice,side,27000,0
3100153,Maharaja Restaurant,North Indian,Dal Makhani with Naan,main,8500,0
3100153,Maharaja Restaurant,North Indian,Paneer Butter Masala,main,13000,1
3100153,Maharaja Restaurant,North Indian,Tandoori Chicken Tikka,side,29500,1
3100142,Giri Manja's,Seafood,Grilled Seafood Platter,main,33500,0
3100142,Giri Manja's,Seafood,Garlic Butter Prawns,main,24000,1
3100142,Giri Manja's,Seafood,Calamari Rings,side,11000,0
3100030,Kabab Studio,North Indian,Dal Makhani with Naan,main,23000,1
3100030,Kabab Studio,North Indian,Paneer Butter Masala,main,29500,1
3100030,Kabab Studio,North Indian,Tandoori Chicken Tikka,side,28500,1
3100030,Kabab Studio,Mughlai,Mughlai Chicken Korma,main,27500,0
3100030,Kabab Studio,Mughlai,Murgh Musallam,main,13000,1
3100030,Kabab Studio,Mughlai,Roomali Roti Basket,side,7500,1
18237384,Brio Cafe and Grill,Cafe,Club Sandwich,main,18000,1
18237384,Brio Cafe and Grill,Cafe,Caesar Salad,side,14000,1
18237384,Brio Cafe and Grill,Cafe,Chocolate Chip Cookie,dessert,16000,1
18237384,Brio Cafe and Grill,Continental,Grilled Chicken Steak,main,18000,1
18237384,Brio Cafe and Grill,Continental,Creamy Penne Alfredo,main,26500,0
18237384,Brio Cafe and Grill,Continental,Garlic Bread Basket,side,33000,1
3100008,Gajalee Sea Food,Seafood,Grilled Seafood Platter,main,21000,1
3100008,Gajalee Sea Food,Seafood,Garlic Butter Prawns,main,9500,1
3100008,Gajalee Sea Food,Seafood,Calamari Rings,side,31000,1
3100008,Gajalee Sea Food,North Indian,Dal Makhani with Naan,main,10500,1
3100008,Gajalee Sea Food,North Indian,Paneer Butter Masala,main,28000,0
3100008,Gajalee Sea Food,North Indian,Tandoori Chicken Tikka,side,20000,0
3100148,Smoke N Oven,Pizza,Margherita Pizza,main,14000,1
3100148,Smoke N Oven,Pizza,Pepperoni Pizza,main,29000,0
3100148,Smoke N Oven,Pizza,Four Cheese Pizza,main,16000,1
3100148,Smoke N Oven,Italian,Margherita Pizza,main,25500,1
3100148,Smoke N Oven,Italian,Spaghetti Carbonara,main,26000,1
3100148,Smoke N Oven,Italian,Tiramisu,dessert,33500,0
3100044,Village Restaurant,Chinese,Kung Pao Chicken,main,18500,1
3100044,Village Restaurant,Chinese,Mapo Tofu with Rice,main,22000,1
3100044,Village Restaurant,Chinese,Vegetable Spring Rolls,side,21500,1
3100044,Village Restaurant,Continental,Grilled Chicken Steak,main,24500,1
3100044,Village Restaurant,Continental,Creamy Penne Alfredo,main,33500,1
3100044,Village Restaurant,Continental,Garlic Bread Basket,side,8500,1
3100044,Village Restaurant,North Indian,Dal Makhani with Naan,main,34500,1
3100044,Village Restaurant,North Indian,Paneer Butter Masala,main,10500,1
3100044,Village Restaurant,North Indian,Tandoori Chicken Tikka,side,14000,1
3100044,Village Restaurant,Mughlai,Mughlai Chicken Korma,main,19000,1
3100044,Village Restaurant,Mughlai,Murgh Musallam,main,27000,1
3100044,Village Restaurant,Mughlai,Roomali Roti Basket,side,13500,1
3100441,Barbeque Nation,North Indian,Dal Makhani with Naan,main,29500,1
3100441,Barbeque Nation,North Indian,Paneer Butter Masala,main,24500,1
3100441,Barbeque Nation,North Indian,Tandoori Chicken Tikka,side,26000,1
3100441,Barbeque Nation,Chinese,Kung Pao Chicken,main,8000,1
3100441,Barbeque Nation,Chinese,Mapo Tofu with Rice,main,15000,0
3100441,Barbeque Nation,Chinese,Vegetable Spring Rolls,side,27000,1
3100302,Machali,Seafood,Grilled Seafood Platter,main,10500,1
3100302,Machali,Seafood,Garlic Butter Prawns,main,13500,1
3100302,Machali,Seafood,Calamari Rings,side,12500,1
3100422,Punjab Da Pind,North Indian,Dal Makhani with Naan,main,31000,1
3100422,Punjab Da Pind,North Indian,Paneer Butter Masala,main,17500,1
3100422,Punjab Da Pind,North Indian,Tandoori Chicken Tikka,side,7500,1
3100422,Punjab Da Pind,Mughlai,Mughlai Chicken Korma,main,23000,1
3100422,Punjab Da Pind,Mughlai,Murgh Musallam,main,9000,0
3100422,Punjab Da Pind,Mughlai,Roomali Roti Basket,side,29500,0
3100422,Punjab Da Pind,Chinese,Kung Pao Chicken,main,14500,1
3100422,Punjab Da Pind,Chinese,Mapo Tofu with Rice,main,27500,1
3100422,Punjab Da Pind,Chinese,Vegetable Spring Rolls,side,31000,1
3100422,Punjab Da Pind,Mangalorean,Mangalorean Chicken Sukka,main,11500,0
3100422,Punjab Da Pind,Mangalorean,Neer Dosa,side,9000,0
3100422,Punjab Da Pind,Mangalorean,Fish Gassi Curry,main,20000,1
3100014,Sizzler's Ranch,Continental,Grilled Chicken Steak,main,31000,0
3100014,Sizzler's Ranch,Continental,Creamy Penne Alfredo,main,7500,0
3100014,Sizzler's Ranch,Continental,Garlic Bread Basket,side,31500,1
3100448,Spindrift,North Indian,Dal Makhani with Naan,main,25000,0
3100448,Spindrift,North Indian,Paneer Butter Masala,main,17000,1
3100448,Spindrift,North Indian,Tandoori Chicken Tikka,side,32500,1
3100448,Spindrift,Italian,Margherita Pizza,main,34000,1
3100448,Spindrift,Italian,Spaghetti Carbonara,main,12500,1
3100448,Spindrift,Italian,Tiramisu,dessert,28500,1
3100448,Spindrift,Finger Food,Mozzarella Sticks,snack,30000,1
3100448,Spindrift,Finger Food,Mini Sliders,snack,17500,0
3100448,Spindrift,Finger Food,Crispy Potato Wedges,snack,34500,1
3100017,Sagar Ratna,South Indian,Masala Dosa with Sambar,main,11000,1
3100017,Sagar Ratna,South Indian,Idli Vada Combo,main,23500,1
3100017,Sagar Ratna,South Indian,Curd Rice,side,29000,1
3100017,Sagar Ratna,North Indian,Dal Makhani with Naan,main,12000,1
3100017,Sagar Ratna,North Indian,Paneer Butter Masala,main,15500,1
3100017,Sagar Ratna,North Indian,Tandoori Chicken Tikka,side,9500,1
3100017,Sagar Ratna,Chinese,Kung Pao Chicken,main,29500,0
3100017,Sagar Ratna,Chinese,Mapo Tofu with Rice,main,29500,1
3100017,Sagar Ratna,Chinese,Vegetable Spring Rolls,side,12500,1
18424018,The Shooters Cafe,Continental,Grilled Chicken Steak,main,18000,1
18424018,The Shooters Cafe,Continental,Creamy Penne Alfredo,main,32500,1
18424018,The Shooters Cafe,Continental,Garlic Bread Basket,side,23000,1
18424018,The Shooters Cafe,North Indian,Dal Makhani with Naan,main,17000,1
18424018,The Shooters Cafe,North Indian,Paneer Butter Masala,main,13000,1
18424018,The Shooters Cafe,North Indian,Tandoori Chicken Tikka,side,15500,1
35217,Joey's Pizza,Pizza,Margherita Pizza,main,8000,1
35217,Joey's Pizza,Pizza,Pepperoni Pizza,main,7500,1
35217,Joey's Pizza,Pizza,Four Cheese Pizza,main,26500,1
18447068,Cafe Hydro,Asian,Stir-Fried Noodles with Vegetables,main,10000,1
18447068,Cafe Hydro,Asian,Asian Sesame Chicken Bowl,main,23000,1
18447068,Cafe Hydro,Asian,Crispy Spring Rolls,side,24500,1
18458563,The American Joint,Healthy Food,Quinoa Buddha Bowl,main,13000,0
18458563,The American Joint,Healthy Food,Grilled Chicken Salad,main,34000,1
18458563,The American Joint,Healthy Food,Fresh Fruit Cup,side,31000,1
18458563,The American Joint,American,Classic Cheeseburger,main,14000,1
18458563,The American Joint,American,Buttermilk Fried Chicken,main,27500,1
18458563,The American Joint,American,Mac and Cheese,side,19000,1
18458563,The American Joint,Burger,Double Beef Burger,main,31500,1
18458563,The American Joint,Burger,Crispy Chicken Burger,main,30500,1
18458563,The American Joint,Burger,Veggie Bean Burger,main,25500,1
18458563,The American Joint,Salad,Caesar Chicken Salad,main,22000,0
18458563,The American Joint,Salad,Greek Feta Salad,main,14500,1
18458563,The American Joint,Salad,Quinoa Avocado Salad,main,16500,1
18075122,The Fusion Kitchen,North Indian,Dal Makhani with Naan,main,15500,0
18075122,The Fusion Kitchen,North Indian,Paneer Butter Masala,main,8000,1
18075122,The Fusion Kitchen,North Indian,Tandoori Chicken Tikka,side,34000,0
18075122,The Fusion Kitchen,Italian,Margherita Pizza,main,16000,1
18075122,The Fusion Kitchen,Italian,Spaghetti Carbonara,main,27000,1
18075122,The Fusion Kitchen,Italian,Tiramisu,dessert,25000,1
18075122,The Fusion Kitchen,Chinese,Kung Pao Chicken,main,35000,1
18075122,The Fusion Kitchen,Chinese,Mapo Tofu with Rice,main,11000,1
18075122,The Fusion Kitchen,Chinese,Vegetable Spring Rolls,side,27500,1
18075122,The Fusion Kitchen,Mexican,Chicken Fajita Platter,main,14500,1
18075122,The Fusion Kitchen,Mexican,Beef Tacos Trio,main,31500,1
18075122,The Fusion Kitchen,Mexican,Nachos with Salsa,side,29500,1
18233317,145 Kala Ghoda,Fast Food,Crispy Chicken Nuggets,main,12000,1
18233317,145 Kala Ghoda,Fast Food,Double Patty Burger,main,21000,1
18233317,145 Kala Ghoda,Fast Food,French Fries,side,28000,1
18233317,145 Kala Ghoda,Beverages,Fresh Lime Soda,drink,23000,0
18233317,145 Kala Ghoda,Beverages,Sparkling Fruit Punch,drink,26000,0
18233317,145 Kala Ghoda,Beverages,Iced Lemon Tea,drink,26000,1
18233317,145 Kala Ghoda,Desserts,Classic Tiramisu,dessert,15500,1
18233317,145 Kala Ghoda,Desserts,New York Cheesecake,dessert,23000,1
18233317,145 Kala Ghoda,Desserts,Molten Chocolate Lava Cake,dessert,28500,1
18237753,Tea Villa Cafe,Cafe,Club Sandwich,main,9000,1
18237753,Tea Villa Cafe,Cafe,Caesar Salad,side,29500,1
18237753,Tea Villa Cafe,Cafe,Chocolate Chip Cookie,dessert,28000,1
18237753,Tea Villa Cafe,Italian,Margherita Pizza,main,27500,1
18237753,Tea Villa Cafe,Italian,Spaghetti Carbonara,main,20500,1
18237753,Tea Villa Cafe,Italian,Tiramisu,dessert,9500,1
18237753,Tea Villa Cafe,Desserts,Classic Tiramisu,dessert,10000,1
18237753,Tea Villa Cafe,Desserts,New York Cheesecake,dessert,10500,1
18237753,Tea Villa Cafe,Desserts,Molten Chocolate Lava Cake,dessert,11500,1
18237753,Tea Villa Cafe,Fast Food,Crispy Chicken Nuggets,main,15500,0
18237753,Tea Villa Cafe,Fast Food,Double Patty Burger,main,30500,0
18237753,Tea Villa Cafe,Fast Food,French Fries,side,24000,1
18237753,Tea Villa Cafe,Chinese,Kung Pao Chicken,main,13000,1
18237753,Tea Villa Cafe,Chinese,Mapo Tofu with Rice,main,34500,1
18237753,Tea Villa Cafe,Chinese,Vegetable Spring Rolls,side,12500,1
18237753,Tea Villa Cafe,Tea,English Breakfast Tea Pot,drink,18000,1
18237753,Tea Villa Cafe,Tea,Jasmine Green Tea,drink,32500,1
18237753,Tea Villa Cafe,Tea,Masala Chai Latte,drink,23000,1
18388642,Grandmama's Cafe,Continental,Grilled Chicken Steak,main,21000,1
18388642,Grandmama's Cafe,Continental,Creamy Penne Alfredo,main,23500,0
18388642,Grandmama's Cafe,Continental,Garlic Bread Basket,side,28000,0
18388642,Grandmama's Cafe,Italian,Margherita Pizza,main,28500,1
18388642,Grandmama's Cafe,Italian,Spaghetti Carbonara,main,7500,1
18388642,Grandmama's Cafe,Italian,Tiramisu,dessert,25000,1
18463285,Mumbai Vibe,Cafe,Club Sandwich,main,9000,0
18463285,Mumbai Vibe,Cafe,Caesar Salad,side,31500,1
18463285,Mumbai Vibe,Cafe,Chocolate Chip Cookie,dessert,34500,1
18463285,Mumbai Vibe,Continental,Grilled Chicken Steak,main,25500,1
18463285,Mumbai Vibe,Continental,Creamy Penne Alfredo,main,16000,1
18463285,Mumbai Vibe,Continental,Garlic Bread Basket,side,12000,1
18463285,Mumbai Vibe,North Indian,Dal Makhani with Naan,main,18500,1
18463285,Mumbai Vibe,North Indian,Paneer Butter Masala,main,19000,0
18463285,Mumbai Vibe,North Indian,Tandoori Chicken Tikka,side,25500,1
18463285,Mumbai Vibe,Italian,Margherita Pizza,main,11500,1
18463285,Mumbai Vibe,Italian,Spaghetti Carbonara,main,22000,1
18463285,Mumbai Vibe,Italian,Tiramisu,dessert,32000,1
18463285,Mumbai Vibe,Chinese,Kung Pao Chicken,main,20000,1
18463285,Mumbai Vibe,Chinese,Mapo Tofu with Rice,main,8000,1
18463285,Mumbai Vibe,Chinese,Vegetable Spring Rolls,side,8500,1
18463285,Mumbai Vibe,Bakery,Butter Croissant,dessert,26000,1
18463285,Mumbai Vibe,Bakery,Chocolate Fudge Brownie,dessert,20500,1
18463285,Mumbai Vibe,Bakery,Cinnamon Roll,dessert,21500,1
18463285,Mumbai Vibe,Desserts,Classic Tiramisu,dessert,29500,1
18463285,Mumbai Vibe,Desserts,New York Cheesecake,dessert,20000,1
18463285,Mumbai Vibe,Desserts,Molten Chocolate Lava Cake,dessert,7000,1
18463285,Mumbai Vibe,Finger Food,Mozzarella Sticks,snack,10500,1
18463285,Mumbai Vibe,Finger Food,Mini Sliders,snack,10000,1
18463285,Mumbai Vibe,Finger Food,Crispy Potato Wedges,snack,17500,1
16527711,The Rolling Pin,Bakery,Butter Croissant,dessert,29000,1
16527711,The Rolling Pin,Bakery,Chocolate Fudge Brownie,dessert,25500,1
16527711,The Rolling Pin,Bakery,Cinnamon Roll,dessert,22000,1
16527711,The Rolling Pin,Desserts,Classic Tiramisu,dessert,23500,1
16527711,The Rolling Pin,Desserts,New York Cheesecake,dessert,27500,1
16527711,The Rolling Pin,Desserts,Molten Chocolate Lava Cake,dessert,12000,1
16527711,The Rolling Pin,Cafe,Club Sandwich,main,18500,1
16527711,The Rolling Pin,Cafe,Caesar Salad,side,25000,0
16527711,The Rolling Pin,Cafe,Chocolate Chip Cookie,dessert,24500,1
18313566,Farzi Cafe,Modern Indian,Truffle Butter Chicken,main,29500,0
18313566,Farzi Cafe,Modern Indian,Paneer Tikka Skewers,main,34000,1
18313566,Farzi Cafe,Modern Indian,Masala Prawn Risotto,main,13500,1
49003,SpiceKlub,North Indian,Dal Makhani with Naan,main,20000,0
49003,SpiceKlub,North Indian,Paneer Butter Masala,main,30500,1
49003,SpiceKlub,North Indian,Tandoori Chicken Tikka,side,12000,1
18441580,Tea Villa Cafe,Cafe,Club Sandwich,main,8500,0
18441580,Tea Villa Cafe,Cafe,Caesar Salad,side,14000,1
18441580,Tea Villa Cafe,Cafe,Chocolate Chip Cookie,dessert,29000,0
18441580,Tea Villa Cafe,Italian,Margherita Pizza,main,14500,1
18441580,Tea Villa Cafe,Italian,Spaghetti Carbonara,main,12000,1
18441580,Tea Villa Cafe,Italian,Tiramisu,dessert,31000,1
18441580,Tea Villa Cafe,Desserts,Classic Tiramisu,dessert,32500,1
18441580,Tea Villa Cafe,Desserts,New York Cheesecake,dessert,8000,1
18441580,Tea Villa Cafe,Desserts,Molten Chocolate Lava Cake,dessert,32000,0
18441580,Tea Villa Cafe,Fast Food,Crispy Chicken Nuggets,main,35000,1
18441580,Tea Villa Cafe,Fast Food,Double Patty Burger,main,34500,1
18441580,Tea Villa Cafe,Fast Food,French Fries,side,27000,0
18441580,Tea Villa Cafe,Chinese,Kung Pao Chicken,main,17500,1
